"Year","Geography","Age group","Sex","Economic family type","GeoCode","Value"
2015,"New Brunswick","Under 18 years","Both sexes","Persons in couple families with children",13,14.6
2015,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,11.2
2015,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,36.7
2015,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,25.7
2015,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,41.6
2016,"New Brunswick","Total","Both sexes","Total",13,13.9
2016,"New Brunswick","Under 18 years","Both sexes","Total",13,16.4
2016,"New Brunswick","18 to 64 years","Both sexes","Total",13,14.3
2016,"New Brunswick","65 years and over","Both sexes","Total",13,10
2016,"New Brunswick","Total","Both sexes","Persons in economic families",13,9.6
2016,"New Brunswick","65 years and over","Both sexes","Seniors in economic families",13,3.9
2016,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,16.4
2016,"New Brunswick","Under 18 years","Both sexes","Persons in couple families with children",13,11.9
2016,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,8.8
2016,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,35.3
2016,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,25.1
2016,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,40.4
2017,"New Brunswick","Total","Both sexes","Total",13,12.6
2017,"New Brunswick","Under 18 years","Both sexes","Total",13,15.5
2017,"New Brunswick","18 to 64 years","Both sexes","Total",13,13.8
2017,"New Brunswick","65 years and over","Both sexes","Total",13,6.6
2017,"New Brunswick","Total","Both sexes","Persons in economic families",13,9.3
2017,"New Brunswick","65 years and over","Both sexes","Seniors in economic families",13,3.3
2017,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,15
2017,"New Brunswick","Under 18 years","Both sexes","Persons in couple families with children",13,7.1
2017,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,9
2017,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,28.8
2017,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,14.6
2017,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,36.4
2018,"New Brunswick","Total","Both sexes","Total",13,10.7
2018,"New Brunswick","Under 18 years","Both sexes","Total",13,11.5
2018,"New Brunswick","18 to 64 years","Both sexes","Total",13,12.1
2018,"New Brunswick","65 years and over","Both sexes","Total",13,5.9
2018,"New Brunswick","Total","Both sexes","Persons in economic families",13,6.6
2018,"New Brunswick","65 years and over","Both sexes","Seniors in economic families",13,2.1
2018,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,11.3
2018,"New Brunswick","Under 18 years","Both sexes","Persons in couple families with children",13,5.9
2018,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,6.2
2018,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,30.3
2018,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,15
2018,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,38.6
2019,"New Brunswick","Total","Both sexes","Total",13,9.8
2019,"New Brunswick","Under 18 years","Both sexes","Total",13,12
2019,"New Brunswick","18 to 64 years","Both sexes","Total",13,10.5
2019,"New Brunswick","65 years and over","Both sexes","Total",13,6.2
2019,"New Brunswick","Total","Both sexes","Persons in economic families",13,6.4
2019,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,10.8
2019,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,6.4
2019,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,25.4
2019,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,16.3
2019,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,31.4
2020,"New Brunswick","Total","Both sexes","Total",13,7.7
2020,"New Brunswick","Under 18 years","Both sexes","Total",13,5.9
2020,"New Brunswick","18 to 64 years","Both sexes","Total",13,9.1
2020,"New Brunswick","65 years and over","Both sexes","Total",13,5.3
2020,"New Brunswick","Total","Both sexes","Persons in economic families",13,4.3
2020,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,5.5
2020,"New Brunswick","Under 18 years","Both sexes","Persons in couple families with children",13,3
2020,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,5
2020,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,23
2020,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,15.4
2020,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,27.6
2021,"New Brunswick","Total","Both sexes","Total",13,6.7
2021,"New Brunswick","Under 18 years","Both sexes","Total",13,6.9
2021,"New Brunswick","18 to 64 years","Both sexes","Total",13,7.1
2021,"New Brunswick","65 years and over","Both sexes","Total",13,5.6
2021,"New Brunswick","Total","Both sexes","Persons in economic families",13,3.5
2021,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,6.5
2021,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,3.4
2021,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,21.1
2021,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,16.9
2021,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,23.7
2022,"New Brunswick","Total","Both sexes","Total",13,10.8
2022,"New Brunswick","Under 18 years","Both sexes","Total",13,10.9
2022,"New Brunswick","18 to 64 years","Both sexes","Total",13,11.6
2022,"New Brunswick","65 years and over","Both sexes","Total",13,8.7
2022,"New Brunswick","Total","Both sexes","Persons in economic families",13,7
2022,"New Brunswick","65 years and over","Both sexes","Seniors in economic families",13,3.4
2022,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,10.6
2022,"New Brunswick","Under 18 years","Both sexes","Persons in couple families with children",13,6.8
2022,"New Brunswick","Under 18 years","Both sexes","Persons in all other economic families",13,13.7
2022,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,7
2022,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,27.7
2022,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,21.7
2022,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,31
2023,"New Brunswick","Total","Both sexes","Total",13,11.3
2023,"New Brunswick","Under 18 years","Both sexes","Total",13,14.2
2023,"New Brunswick","18 to 64 years","Both sexes","Total",13,11.8
2023,"New Brunswick","65 years and over","Both sexes","Total",13,7.5
2023,"New Brunswick","Total","Both sexes","Persons in economic families",13,8.3
2023,"New Brunswick","65 years and over","Both sexes","Seniors in economic families",13,2.9
2023,"New Brunswick","Under 18 years","Both sexes","Persons in economic families",13,14.2
2023,"New Brunswick","Under 18 years","Both sexes","Persons in couple families with children",13,9.2
2023,"New Brunswick","Under 18 years","Both sexes","Persons in all other economic families",13,14.1
2023,"New Brunswick","18 to 64 years","Both sexes","Persons in economic families",13,8
2023,"New Brunswick","Total","Both sexes","Persons not in an economic family",13,24.6
2023,"New Brunswick","65 years and over","Both sexes","Seniors not in an economic family",13,18.9
2023,"New Brunswick","","Both sexes","Non-seniors not in an economic family",13,27.9
2015,"Newfoundland and Labrador","Total","Both sexes","Total",10,13
2015,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,15.2
2015,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,13.7
2015,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,8.8
2015,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,8.8
2015,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors in economic families",10,3.7
2015,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,15.2
2015,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in couple families with children",10,9
2015,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,8.1
2015,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,39.2
2015,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,24.6
2015,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,46
2016,"Newfoundland and Labrador","Total","Both sexes","Total",10,12.2
2016,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,13
2016,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,13.3
2016,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,8
2016,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,9.2
2016,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors in economic families",10,5.4
2016,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,13
2016,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,9
2016,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,30.9
2016,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,16.9
2016,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,37.3
2017,"Newfoundland and Labrador","Total","Both sexes","Total",10,11.3
2017,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,11.5
2017,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,12.6
2017,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,6.9
2017,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,6.8
2017,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors in economic families",10,3.8
2017,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,10.7
2017,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,6.5
2017,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,37.5
2017,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,17.4
2017,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,46.5
2018,"Newfoundland and Labrador","Total","Both sexes","Total",10,11.9
2018,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,12.3
2018,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,14.2
2018,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,4.5
2018,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,8.8
2018,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors in economic families",10,2.6
2018,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,12.3
2018,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in couple families with children",10,4.9
2018,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,9.5
2018,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,28.8
2018,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,10
2018,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,38.8
2019,"Newfoundland and Labrador","Total","Both sexes","Total",10,11.7
2019,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,15.8
2019,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,12.5
2019,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,6.1
2019,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,8.9
2019,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,15.4
2019,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,8.4
2019,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,26.2
2019,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,13.1
2019,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,32.9
2020,"Newfoundland and Labrador","Total","Both sexes","Total",10,7.3
2020,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,8.1
2020,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,8.5
2020,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,3.5
2020,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,5.4
2020,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,8.1
2020,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,5.7
2020,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,17
2020,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,7.4
2020,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,23.5
2021,"Newfoundland and Labrador","Total","Both sexes","Total",10,8.6
2021,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,10.4
2021,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,9.6
2021,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,4.9
2021,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,6.3
2021,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors in economic families",10,2.3
2021,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,10.4
2021,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,6.4
2021,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,19.9
2021,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,12.1
2021,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,24.4
2022,"Newfoundland and Labrador","Total","Both sexes","Total",10,10.4
2022,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,11.9
2022,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,11.7
2022,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,6.1
2022,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,6.5
2022,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors in economic families",10,3.1
2022,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,11.7
2022,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in couple families with children",10,4
2022,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in all other economic families",10,14.5
2022,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,6
2022,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,29
2022,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,14.3
2022,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,37.6
2023,"Newfoundland and Labrador","Total","Both sexes","Total",10,12
2023,"Newfoundland and Labrador","Under 18 years","Both sexes","Total",10,15.9
2023,"Newfoundland and Labrador","18 to 64 years","Both sexes","Total",10,13.6
2023,"Newfoundland and Labrador","65 years and over","Both sexes","Total",10,5.5
2023,"Newfoundland and Labrador","Total","Both sexes","Persons in economic families",10,8.6
2023,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors in economic families",10,3.3
2023,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in economic families",10,15.9
2023,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in couple families with children",10,7.2
2023,"Newfoundland and Labrador","Under 18 years","Both sexes","Persons in all other economic families",10,29.8
2023,"Newfoundland and Labrador","18 to 64 years","Both sexes","Persons in economic families",10,8.1
2023,"Newfoundland and Labrador","Total","Both sexes","Persons not in an economic family",10,28
2023,"Newfoundland and Labrador","65 years and over","Both sexes","Seniors not in an economic family",10,11.7
2023,"Newfoundland and Labrador","","Both sexes","Non-seniors not in an economic family",10,37.5
2018,"Northwest Territories","Total","Both sexes","Total",61,16.5
2018,"Northwest Territories","Under 18 years","Both sexes","Total",61,18.8
2018,"Northwest Territories","18 to 64 years","Both sexes","Total",61,14.6
2018,"Northwest Territories","65 years and over","Both sexes","Total",61,24.7
2018,"Northwest Territories","Total","Both sexes","Persons in economic families",61,14.2
2018,"Northwest Territories","Under 18 years","Both sexes","Persons in economic families",61,18.8
2018,"Northwest Territories","18 to 64 years","Both sexes","Persons in economic families",61,12
2018,"Northwest Territories","Total","Both sexes","Persons not in an economic family",61,29.4
2018,"Northwest Territories","65 years and over","Both sexes","Seniors not in an economic family",61,39.7
2018,"Northwest Territories","","Both sexes","Non-seniors not in an economic family",61,26.7
2019,"Northwest Territories","Total","Both sexes","Total",61,12.6
2019,"Northwest Territories","Under 18 years","Both sexes","Total",61,16.6
2019,"Northwest Territories","18 to 64 years","Both sexes","Total",61,8.9
2019,"Northwest Territories","65 years and over","Both sexes","Total",61,28.9
2019,"Northwest Territories","Total","Both sexes","Persons in economic families",61,10.9
2019,"Northwest Territories","Under 18 years","Both sexes","Persons in economic families",61,16.6
2019,"Northwest Territories","18 to 64 years","Both sexes","Persons in economic families",61,8.3
2019,"Northwest Territories","Total","Both sexes","Persons not in an economic family",61,21.7
2019,"Northwest Territories","65 years and over","Both sexes","Seniors not in an economic family",61,44.6
2020,"Northwest Territories","Total","Both sexes","Total",61,11
2020,"Northwest Territories","18 to 64 years","Both sexes","Total",61,9
2020,"Northwest Territories","Total","Both sexes","Persons not in an economic family",61,18.8
2020,"Northwest Territories","","Both sexes","Non-seniors not in an economic family",61,19
2021,"Northwest Territories","Total","Both sexes","Total",61,15.2
2021,"Northwest Territories","18 to 64 years","Both sexes","Total",61,14.5
2021,"Northwest Territories","Total","Both sexes","Persons in economic families",61,12.8
2021,"Northwest Territories","Total","Both sexes","Persons not in an economic family",61,28.4
2021,"Northwest Territories","","Both sexes","Non-seniors not in an economic family",61,28.9
2022,"Northwest Territories","Total","Both sexes","Total",61,17.9
2022,"Northwest Territories","Under 18 years","Both sexes","Total",61,19.6
2022,"Northwest Territories","18 to 64 years","Both sexes","Total",61,17.1
2022,"Northwest Territories","65 years and over","Both sexes","Total",61,19.3
2022,"Northwest Territories","Total","Both sexes","Persons in economic families",61,16.7
2022,"Northwest Territories","Under 18 years","Both sexes","Persons in economic families",61,19.6
2022,"Northwest Territories","Under 18 years","Both sexes","Persons in couple families with children",61,22.3
2022,"Northwest Territories","18 to 64 years","Both sexes","Persons in economic families",61,16.2
2022,"Northwest Territories","Total","Both sexes","Persons not in an economic family",61,23.9
2022,"Northwest Territories","65 years and over","Both sexes","Seniors not in an economic family",61,35.4
2023,"Northwest Territories","Total","Both sexes","Total",61,14
2023,"Northwest Territories","Under 18 years","Both sexes","Total",61,14.1
2023,"Northwest Territories","18 to 64 years","Both sexes","Total",61,12
2023,"Northwest Territories","65 years and over","Both sexes","Total",61,26.8
2023,"Northwest Territories","Total","Both sexes","Persons in economic families",61,12.3
2023,"Northwest Territories","Under 18 years","Both sexes","Persons in economic families",61,14.1
2023,"Northwest Territories","18 to 64 years","Both sexes","Persons in economic families",61,10.4
2023,"Northwest Territories","Total","Both sexes","Persons not in an economic family",61,22.6
2023,"Northwest Territories","65 years and over","Both sexes","Seniors not in an economic family",61,31.6
2015,"Nova Scotia","Total","Both sexes","Total",12,16.8
2015,"Nova Scotia","Under 18 years","Both sexes","Total",12,20.6
2015,"Nova Scotia","18 to 64 years","Both sexes","Total",12,17.6
2015,"Nova Scotia","65 years and over","Both sexes","Total",12,10.4
2015,"Nova Scotia","Total","Both sexes","Persons in economic families",12,11.9
2015,"Nova Scotia","65 years and over","Both sexes","Seniors in economic families",12,3.4
2015,"Nova Scotia","Under 18 years","Both sexes","Persons in economic families",12,20.4
2015,"Nova Scotia","Under 18 years","Both sexes","Persons in couple families with children",12,13.4
2015,"Nova Scotia","18 to 64 years","Both sexes","Persons in economic families",12,11.3
2015,"Nova Scotia","Total","Both sexes","Persons not in an economic family",12,39.3
2015,"Nova Scotia","65 years and over","Both sexes","Seniors not in an economic family",12,28
2015,"Nova Scotia","","Both sexes","Non-seniors not in an economic family",12,44.2
2016,"Nova Scotia","Total","Both sexes","Total",12,16.4
2016,"Nova Scotia","Under 18 years","Both sexes","Total",12,19.9
2016,"Nova Scotia","18 to 64 years","Both sexes","Total",12,18.1
2016,"Nova Scotia","65 years and over","Both sexes","Total",12,7.9
2016,"Nova Scotia","Total","Both sexes","Persons in economic families",12,12.1
2016,"Nova Scotia","65 years and over","Both sexes","Seniors in economic families",12,3.4
2016,"Nova Scotia","Under 18 years","Both sexes","Persons in economic families",12,19.7
2016,"Nova Scotia","Under 18 years","Both sexes","Persons in couple families with children",12,8.3
2016,"Nova Scotia","Under 18 years","Both sexes","Persons in all other economic families",12,25.9
2016,"Nova Scotia","18 to 64 years","Both sexes","Persons in economic families",12,12
2016,"Nova Scotia","Total","Both sexes","Persons not in an economic family",12,36.3
2016,"Nova Scotia","65 years and over","Both sexes","Seniors not in an economic family",12,21.9
2016,"Nova Scotia","","Both sexes","Non-seniors not in an economic family",12,41.7
2017,"Nova Scotia","Total","Both sexes","Total",12,15.1
2017,"Nova Scotia","Under 18 years","Both sexes","Total",12,20
2017,"Nova Scotia","18 to 64 years","Both sexes","Total",12,16.4
2017,"Nova Scotia","65 years and over","Both sexes","Total",12,6.9
2017,"Nova Scotia","Total","Both sexes","Persons in economic families",12,11.1
2017,"Nova Scotia","65 years and over","Both sexes","Seniors in economic families",12,2.4
2017,"Nova Scotia","Under 18 years","Both sexes","Persons in economic families",12,19.5
2017,"Nova Scotia","Under 18 years","Both sexes","Persons in couple families with children",12,15.3
2017,"Nova Scotia","18 to 64 years","Both sexes","Persons in economic families",12,10.6
2017,"Nova Scotia","Total","Both sexes","Persons not in an economic family",12,33.4
2017,"Nova Scotia","65 years and over","Both sexes","Seniors not in an economic family",12,18
2017,"Nova Scotia","","Both sexes","Non-seniors not in an economic family",12,40.6
2018,"Nova Scotia","Total","Both sexes","Total",12,13.8
2018,"Nova Scotia","Under 18 years","Both sexes","Total",12,15.7
2018,"Nova Scotia","18 to 64 years","Both sexes","Total",12,14.9
2018,"Nova Scotia","65 years and over","Both sexes","Total",12,8.8
2018,"Nova Scotia","Total","Both sexes","Persons in economic families",12,9.3
2018,"Nova Scotia","65 years and over","Both sexes","Seniors in economic families",12,2.8
2018,"Nova Scotia","Under 18 years","Both sexes","Persons in economic families",12,15.5
2018,"Nova Scotia","Under 18 years","Both sexes","Persons in couple families with children",12,10.4
